code,constituency,region,usual_residents,male_no,male_per,female_no,female_per,livinginhousehold_no,livinginhousehold_per,livingcommunally_no,livingcommunally_per,density,age0to4,age0to4_per,age5to7,age5to7_per,age8to9,age8to9_per,age10to14,age10to14_per,age15,age15_per,age16to17,age16to17_per,age18to19,age18to19_per,age20to24,age20to24_per,age25to29,age25to29_per,age30to44,age30to44_per,age45to59,age45to59_per,age60to64,age60to64_per,age65to74,age65to74_per,age75to84,age75to84_per,age85to89,age85to89_per,age90andover,age90andover_per,meanage,medianage,noqualifications,level1qualifications,level2qualifications,apprenticeship,level3qualifications,level4qualificationsandabove,otherqualifications,ab,c1,c2,de,birth_uk_no,birth_uk_per,birth_ireland_no,birth_ireland_per,birth_eu_no,birth_eu_per,birth_noneuno,birth_noneu_per,ethn_white_no,ethn_white_pre,ethn_mixed_no,ethn_mixed_pre,ethn_asian_no,ethn_asian_per,ethn_black_no,ethn_black_pre,ethn_other_no,ethn_other_pre,religion_total_no,religion_total_per,christian_no,christian_per,buddhist_no,buddhist_per,hindu_no,hindu_per,jewish_no,jewish_per,muslim_no,muslin_per,sikh_no,sikh_per,other_rel_no,other_rel_per,no_rel_no,no_rel_per,rel_dk_no,rel_dk_per,mainlang_english,notenglish_speakverywell,notenglish_speakwell,notenglish_speakwell_vwell,notenglish_notspeakwell,notenglish_notspeak,mar_single_no,mar_single_per,mar_married_no,mar_married_per,mar_civilpartnership_no,mar_civilpartnership_per,mar_separated_no,mar_separated_per,mar_divorced,mar_divorced_per,mar_widowed_no,mar_widowed_per,livingincouple_no,livingincouple_per,livingalone_no,livingalone_per,verygoodhealth,goodhealth,fairhealth,badhealth,verybadhealth,disabilitybenefit_anydisabling,incomesupport_peopleclaimingb,incomesupport_averageweeklypa,jsa_total,total_esa,incapacity_peopleclaimingbenef,incapacity_averageweeklypaymen,uc_notinemploymentmarch17,uc_inemploymentmarch17,uc_totalmarch17,housingbenefit_meanofweeklya,housingbenefitclaimantsnov1,agricultureforestryfishing,miningquarryingutilitiesb,manufacturingc_per,constructionf_per,motortradespartg_per,wholesalepartg_per,retailpartg_per,transportstorageincpostal,accommodationfoodservicesi,informationcommunicationj_,financialinsurancek_per,propertyl_per,professionalscientifictechn,businessadministrationsuppor,publicadministrationdefence,educationp_per,healthq_per,artsentertainmentrecreation,totalemployees,employees_pub,employees_priv,numberofjobs,medianannualgrosspay,annualpercentagechangemedia,meanannualgrosspay,annualpercentagechangemean,cmdi,cmdid
E14000924,Sherwood,East Midlands,94210,46108,48.900002,48102,51.099998,93171,98.900002,1039,1.1,3.0999999,5349,5.6999998,3061,3.2,1995,2.0999999,5672,6,1231,1.3,2463,2.5999999,2128,2.3,5098,5.4000001,4960,5.3000002,18347,19.5,20058,21.299999,6419,6.8000002,9730,10.3,5643,6,1371,1.5,685,0.69999999,41.200001,42,21141,11587,12526,3345,9361,15731,3211,5032,8476,7390,7933,91438,97.099998,226,0.2,1030,1.1,1516,1.6,91820,97.5,938,1,988,1,380,0.40000001,84,0.1,59782,63.5,58543,62.099998,167,0.2,245,0.30000001,32,0,315,0.30000001,182,0.2,298,0.30000001,27971,29.700001,6457,6.9000001,90009,480,355,,150,25,22117,28.799999,39284,51.099998,126,0.2,2025,2.5999999,7381,9.6000004,5969,7.8000002,48494,63.900002,27396,36.099998,41219,32147,14578,4950,1316,5320,1050,71.199997,710,3900,180,86.589996,284,193,479,73.879997,5501,0.69999999,1.6,10.4,8.6999998,1.7,3.5,7.8000002,4.3000002,13.8,0.69999999,0.89999998,1,4.3000002,4.3000002,6.9000001,8.6999998,15.6,4.3000002,28883,5528,23355,35000,19342,-7,25020,3.3,17403.176,5.7617755
E14000925,Shipley,Yorkshire and The Humber,95176,46455,48.799999,48721,51.200001,94613,99.400002,563,0.60000002,9.8000002,5716,6,3181,3.3,2018,2.0999999,5384,5.6999998,1179,1.2,2327,2.4000001,1861,2,4803,5,5567,5.8000002,19415,20.4,20389,21.4,6475,6.8000002,8668,9.1000004,5851,6.0999999,1618,1.7,724,0.80000001,41.099998,42,14950,10019,12410,3500,9307,24615,2897,8264,10204,6008,5646,89581,94.099998,416,0.40000001,1812,1.9,3367,3.5,88012,92.5,1747,1.8,4138,4.3000002,633,0.69999999,646,0.69999999,62098,65.199997,57606,60.5,181,0.2,363,0.40000001,73,0.1,2899,3,596,0.60000002,380,0.40000001,26515,27.9,6563,6.9000001,89044,1122,952,,489,108,23154,29.799999,39393,50.700001,127,0.2,2082,2.7,7232,9.3000002,5710,7.3000002,48121,62.400002,29033,37.599998,45659,33159,12030,3405,923,3380,690,71.379997,630,2980,80,85.199997,311,197,508,80.339996,4917,0,0.40000001,11.8,4.1999998,1,4.1999998,8.3999996,2,6.6999998,3.4000001,5.9000001,4.1999998,8.3999996,5.9000001,5,10.1,13.5,4.1999998,29706,6292,23414,34000,,,26862,0.1,19235.561,6.3766255
E14000926,Shrewsbury & Atcham,West Midlands,102382,50547,49.400002,51835,50.599998,99764,97.400002,2618,2.5999999,1.7,5626,5.5,3244,3.2,2131,2.0999999,6055,5.9000001,1330,1.3,2982,2.9000001,2289,2.2,5730,5.5999999,5863,5.6999998,19365,18.9,21331,20.799999,6813,6.6999998,10411,10.2,6444,6.3000002,1835,1.8,933,0.89999998,41.5,42,17248,10602,14019,3403,10598,24603,3523,7303,9123,7355,7045,96651,94.400002,400,0.40000001,2186,2.0999999,3145,3.0999999,99510,97.199997,891,0.89999998,1604,1.6,209,0.2,168,0.2,68249,66.699997,66785,65.199997,349,0.30000001,206,0.2,39,0,392,0.40000001,83,0.1,395,0.40000001,26554,25.9,7579,7.4000001,96597,1116,914,,325,66,26508,31.6,40590,48.299999,135,0.2,1782,2.0999999,8614,10.3,6367,7.5999999,49877,61,31872,39,48458,35525,13363,3896,1140,3930,800,72.400002,420,3050,200,86.940002,259,224,479,81.599998,5267,0.30000001,1.4,6.0999999,5.0999999,3.0999999,3.0999999,10.2,4.0999999,7.1999998,2,1.4,1.6,7.1999998,4.5999999,7.1999998,8.1999998,20.5,4.5999999,48872,12724,36149,35000,20389,-1.7,25337,7.0999999,19529.531,6.4323807
E14000849,Shropshire North,West Midlands,104268,51700,49.599998,52568,50.400002,100926,96.800003,3342,3.2,1.1,5621,5.4000001,3300,3.2,2203,2.0999999,6307,6,1315,1.3,2843,2.7,2691,2.5999999,5913,5.6999998,5382,5.1999998,19297,18.5,21759,20.9,7270,7,10926,10.5,6704,6.4000001,1819,1.7,918,0.89999998,41.700001,43,20388,11865,14768,3155,10152,21296,3898,6062,8339,7889,7560,99263,95.199997,456,0.40000001,2387,2.3,2162,2.0999999,102364,98.199997,685,0.69999999,868,0.80000001,239,0.2,112,0.1,74831,71.800003,73814,70.800003,206,0.2,92,0.1,41,0,298,0.30000001,83,0.1,297,0.30000001,22030,21.1,7407,7.0999999,98455,911,882,,547,127,25043,29.299999,44156,51.599998,168,0.2,1623,1.9,7862,9.1999998,6670,7.8000002,53162,64.400002,29373,35.599998,48896,36024,14092,4114,1142,4050,800,76.809998,440,3100,240,86.160004,286,218,505,79.269997,5248,0.80000001,1.4,11.1,8.3000002,2.2,6.9000001,11.1,6.3000002,6.9000001,2.2,1,1,5.5999999,4.9000001,2.2,12.5,12.5,4.1999998,35977,5075,30902,35000,22086,,26247,-3.9000001,17220.617,5.7296295
E14000927,Sittingbourne & Sheppey,South East,108105,53697,49.700001,54408,50.299999,105968,98,2137,2,4.5,7022,6.5,3871,3.5999999,2567,2.4000001,7032,6.5,1467,1.4,2972,2.7,2640,2.4000001,6422,5.9000001,6678,6.1999998,21106,19.5,21643,20,7258,6.6999998,9857,9.1000004,5586,5.1999998,1313,1.2,671,0.60000002,39.200001,40,24332,14528,15099,3884,9771,14236,4296,4802,9878,8402,9305,102001,94.400002,580,0.5,2580,2.4000001,2944,2.7,103994,96.199997,1305,1.2,1310,1.2,1329,1.2,167,0.2,69737,64.5,67936,62.799999,219,0.2,325,0.30000001,69,0.1,680,0.60000002,146,0.1,362,0.30000001,31282,28.9,7086,6.5999999,101160,927,1071,,605,111,27317,31.700001,41205,47.799999,148,0.2,2870,3.3,8636,10,5970,6.9000001,52104,62,31919,38,47230,39049,15435,4934,1457,6540,1790,72.870003,1110,4380,230,87.5,514,341,855,101.62,8488,0.60000002,2.5,15.2,6.3000002,2.3,4.4000001,10.1,8.8999996,6.3000002,2,1,1.3,5.0999999,7.5999999,4.4000001,8.8999996,10.1,3.2,39441,6310,33131,39000,22965,-0.2,24812,-0.89999998,12736.689,4.4442997
E14000928,Skipton & Ripon,Yorkshire and The Humber,99266,48561,48.900002,50705,51.099998,96938,97.699997,2328,2.3,0.5,4950,5,3045,3.0999999,2184,2.2,5945,6,1256,1.3,2444,2.5,2015,2,4429,4.5,4380,4.4000001,17411,17.5,21940,22.1,7725,7.8000002,11507,11.6,7045,7.0999999,1929,1.9,1061,1.1,43.599998,45,16092,9859,13195,3431,9897,25826,3586,7725,8474,7195,5411,93649,94.300003,284,0.30000001,2070,2.0999999,3263,3.3,96799,97.5,795,0.80000001,1227,1.2,273,0.30000001,172,0.2,70089,70.599998,68701,69.199997,222,0.2,106,0.1,81,0.1,594,0.60000002,49,0,336,0.30000001,21834,22,7343,7.4000001,94444,801,748,,347,62,20154,24.6,45720,55.799999,154,0.2,1755,2.0999999,7510,9.1999998,6593,8.1000004,52750,66,27129,34,48388,34222,12502,3288,866,2930,320,72.419998,230,2040,80,84.720001,719,619,1336,81.529999,3678,0.1,0.40000001,9.3999996,5.1999998,1.7,6.3000002,8.3999996,5.1999998,10.5,1.3,6.3000002,1.5,6.3000002,12.6,2.0999999,9.3999996,7.3000002,4.6999998,47753,5224,42529,33000,20811,0.30000001,25232,-2.5999999,22418.926,7.3154554
E14000929,Sleaford & North Hykeham,East Midlands,111056,54062,48.700001,56994,51.299999,109742,98.800003,1314,1.2,1,5491,4.9000001,3480,3.0999999,2361,2.0999999,6804,6.0999999,1492,1.3,2795,2.5,2195,2,4850,4.4000001,4948,4.5,20414,18.4,23873,21.5,8533,7.6999998,13323,12,7649,6.9000001,1938,1.7,910,0.80000001,43.200001,45,20131,12460,15616,4037,11534,23852,3798,7368,10602,7523,6642,105491,95,449,0.40000001,2709,2.4000001,2407,2.2,109147,98.300003,792,0.69999999,745,0.69999999,243,0.2,129,0.1,79736,71.800003,78672,70.800003,170,0.2,176,0.2,67,0.1,225,0.2,48,0,378,0.30000001,23427,21.1,7893,7.0999999,106143,636,620,,321,80,20971,22.9,52603,57.5,133,0.1,2060,2.3,8585,9.3999996,7076,7.6999998,61769,68.5,28372,31.5,50866,39045,15513,4421,1211,4380,680,73.07,450,2840,140,84.940002,209,165,372,73.889999,4931,0.60000002,2.0999999,15.4,9,2.5999999,7.6999998,10.3,3.2,6.4000001,2.3,0.80000001,0.89999998,5.0999999,5.8000002,3.9000001,9,10.3,3.2,38867,5571,33296,34000,21237,-3.8,27290,1.6,22462.969,7.3189111
E14000930,Slough,South East,134048,66951,49.900002,67097,50.099998,133542,99.599998,506,0.40000001,49.799999,12229,9.1000004,6021,4.5,3590,2.7,8729,6.5,1702,1.3,3515,2.5999999,3022,2.3,9134,6.8000002,12768,9.5,34104,25.4,21942,16.4,4915,3.7,6359,4.6999998,4376,3.3,1076,0.80000001,566,0.40000001,33.5,32,20610,14890,13550,2254,10198,26364,13911,7598,11814,9070,11921,81424,60.700001,1318,1,12438,9.3000002,38868,29,60431,45.099998,4513,3.4000001,53960,40.299999,11695,8.6999998,3449,2.5999999,110381,82.300003,54708,40.799999,677,0.5,8300,6.1999998,85,0.1,31942,23.799999,14214,10.6,455,0.30000001,16043,12,7624,5.6999998,91916,12764,13821,,6716,1367,35342,34.700001,49537,48.700001,131,0.1,3502,3.4000001,7785,7.5999999,5480,5.4000001,54339,53.599998,46947,46.400002,64205,48138,15627,4740,1338,4220,1340,69.919998,910,4130,220,87.57,367,257,621,131.67,10607,0,1.8,8.6999998,3.3,2.5,5.8000002,8.6999998,6.5,3.5999999,13.1,1.5,0.69999999,10.2,11.6,2.5,8.6999998,10.2,2.5,68894,10525,58368,45000,25832,-1.8,28105,-0.60000002,13214.05,4.5576434
E14000931,Solihull,West Midlands,98817,47821,48.400002,50996,51.599998,97891,99.099998,926,0.89999998,30.1,5085,5.0999999,3226,3.3,2148,2.2,6073,6.0999999,1375,1.4,2755,2.8,2171,2.2,5033,5.0999999,5057,5.0999999,18360,18.6,20751,21,6258,6.3000002,9805,9.8999996,7514,7.5999999,2083,2.0999999,1123,1.1,42.299999,43,16546,10144,13029,2884,9787,25131,3389,8873,9251,4944,4483,89570,90.599998,1471,1.5,1249,1.3,6527,6.5999999,85154,86.199997,1727,1.7,9995,10.1,1109,1.1,832,0.80000001,74036,74.900002,64031,64.800003,235,0.2,2829,2.9000001,199,0.2,4101,4.1999998,2350,2.4000001,291,0.30000001,18587,18.799999,6194,6.3000002,91874,2073,1234,,513,81,22666,28,43271,53.5,72,0.1,1762,2.2,6194,7.6999998,6945,8.6000004,49034,61.299999,30950,38.700001,46949,34120,12958,3679,1111,3540,630,69.919998,350,2250,160,85.690002,231,196,431,100.51,4048,0,2.2,17.299999,3.5,1.2,2.2,12.1,5.1999998,4.3000002,2.2,3.9000001,1,6.0999999,13.8,4.3000002,7.8000002,8.6999998,3.5,57795,7911,49884,33000,28678,4.0999999,33243,2,23413.439,7.6696329
E14000850,Somerset North,South West,98278,47948,48.799999,50330,51.200001,97156,98.900002,1122,1.1,4.3000002,5408,5.5,3210,3.3,2156,2.2,5736,5.8000002,1221,1.2,2294,2.3,1817,1.8,4062,4.0999999,4387,4.5,18425,18.700001,21224,21.6,7311,7.4000001,11062,11.3,6965,7.0999999,1951,2,1049,1.1,43.200001,45,13224,10339,13398,3447,10022,27410,2707,9231,9411,5499,4465,93304,94.900002,435,0.40000001,1719,1.7,2820,2.9000001,96047,97.699997,949,1,960,1,175,0.2,147,0.1,62659,63.799999,61401,62.5,259,0.30000001,189,0.2,63,0.1,309,0.30000001,59,0.1,379,0.40000001,28314,28.799999,7305,7.4000001,93606,806,543,,131,24,19744,24.5,45511,56.5,147,0.2,1652,2.0999999,7286,9,6207,7.6999998,52936,66.599998,26496,33.400002,48758,33566,11898,3139,917,2760,360,72.379997,190,2100,120,87.150002,129,97,222,98.519997,3516,0.30000001,1.2,9.6999998,4.1999998,2.4000001,3,8.5,9.6999998,6.0999999,3.5999999,1.7,1.9,8.5,10.9,7.3000002,6.0999999,10.9,4.8000002,41267,5285,35982,40000,26327,-3.0999999,32324,-1.7,25976.963,8.4249067
E14000846,Somerset North East,South West,87157,42537,48.799999,44620,51.200001,85726,98.400002,1431,1.6,2.7,4827,5.5,2754,3.2,1938,2.2,5445,6.1999998,1173,1.3,2342,2.7,2207,2.5,4279,4.9000001,3861,4.4000001,15758,18.1,18705,21.5,6196,7.0999999,9189,10.5,5987,6.9000001,1674,1.9,822,0.89999998,42.200001,44,14630,9660,11717,3440,8770,20288,2515,6473,7292,6081,4566,83035,95.300003,309,0.40000001,1298,1.5,2515,2.9000001,85031,97.599998,864,1,852,1,255,0.30000001,155,0.2,55101,63.200001,54015,62,253,0.30000001,117,0.1,72,0.1,221,0.30000001,55,0.1,368,0.40000001,24800,28.5,7256,8.3000002,83093,660,436,,147,32,19316,27.200001,38725,54.5,106,0.1,1471,2.0999999,6065,8.5,5337,7.5,45434,65.199997,24248,34.799999,42474,30070,10848,2950,815,2980,470,70.739998,190,1830,120,86.68,884,640,1526,95.370003,3595,0.1,1.5,8.3000002,8.3000002,3,5.5,9.1999998,3,6.5,2.2,0.89999998,1.3,9.1999998,6.5,4.5999999,12.9,12.9,3.7,27035,3762,23273,31000,20412,3.8,26467,9.6000004,23577.555,7.5897975
E14000932,Somerton & Frome,South West,103233,50270,48.700001,52963,51.299999,101370,98.199997,1863,1.8,1.1,5285,5.0999999,3366,3.3,2247,2.2,6554,6.3000002,1358,1.3,2777,2.7,2161,2.0999999,4633,4.5,4300,4.1999998,17504,17,22990,22.299999,8330,8.1000004,11622,11.3,7047,6.8000002,1983,1.9,1076,1,43.200001,45,17623,11148,14199,3578,10139,24374,3362,7294,8155,8077,6380,97243,94.199997,377,0.40000001,2390,2.3,3223,3.0999999,101544,98.400002,764,0.69999999,649,0.60000002,189,0.2,87,0.1,68124,66,66829,64.699997,330,0.30000001,54,0.1,85,0.1,186,0.2,7,0,633,0.60000002,26609,25.799999,8500,8.1999998,98319,782,707,,293,42,22037,26.1,45675,54.099998,148,0.2,1881,2.2,8192,9.6999998,6490,7.6999998,54422,65.5,28680,34.5,48429,36485,13560,3738,1021,3590,630,70.669998,290,2580,130,86.660004,689,460,1154,87.190002,4946,0.5,2.9000001,14.5,6.5,3.5999999,5.0999999,8.6999998,5.0999999,8.6999998,2,0.69999999,1.2,7.1999998,5.8000002,1.4,10.1,10.1,4.3000002,34565,3466,31098,33000,21230,14.8,25076,10.7,18762.469,6.2523355
E14000939,South Holland & The Deepings,East Midlands,101584,49518,48.700001,52066,51.299999,100636,99.099998,948,0.89999998,1.3,5176,5.0999999,2928,2.9000001,2035,2,5786,5.6999998,1329,1.3,2435,2.4000001,1966,1.9,5173,5.0999999,5368,5.3000002,18603,18.299999,21179,20.799999,7621,7.5,11575,11.4,7558,7.4000001,1876,1.8,976,1,43.200001,44,24728,12848,13952,3244,8881,14450,6227,4675,7839,7756,8557,92545,91.099998,315,0.30000001,6663,6.5999999,2061,2,99418,97.900002,912,0.89999998,857,0.80000001,293,0.30000001,104,0.1,73937,72.800003,72965,71.800003,137,0.1,123,0.1,83,0.1,267,0.30000001,70,0.1,292,0.30000001,20431,20.1,7216,7.0999999,92094,1379,2659,,2007,277,21410,25.4,45238,53.599998,131,0.2,2108,2.5,8193,9.6999998,7250,8.6000004,55197,66.199997,28202,33.799999,42163,37881,15609,4617,1314,3790,750,72.949997,460,2930,160,87.150002,218,163,383,76.779999,5380,0.40000001,0.60000002,23.700001,5.9000001,1.8,9.1999998,10.5,7.9000001,4,0.89999998,0.89999998,0.80000001,3.3,13.2,1.2,6.5999999,7.9000001,2.0999999,37947,3347,34599,37000,22641,5.0999999,25997,4.8000002,17379.74,5.8394237
E14000943,South Ribble,North West,97371,48644,50,48727,50,94855,97.400002,2516,2.5999999,4.9000001,5190,5.3000002,3106,3.2,1992,2,5773,5.9000001,1181,1.2,2475,2.5,2083,2.0999999,5431,5.5999999,5243,5.4000001,18925,19.4,20950,21.5,7113,7.3000002,9947,10.2,5751,5.9000001,1490,1.5,721,0.69999999,41.599998,43,16527,10616,13299,4155,10511,22004,3017,6947,9457,6560,5694,93760,96.300003,435,0.40000001,1348,1.4,1828,1.9,94647,97.199997,990,1,1303,1.3,265,0.30000001,166,0.2,75277,77.300003,73742,75.699997,218,0.2,436,0.40000001,60,0.1,503,0.5,42,0,276,0.30000001,16437,16.9,5657,5.8000002,92937,517,535,,299,61,22985,28.700001,41750,52.099998,126,0.2,1885,2.4000001,7412,9.3000002,5971,7.5,49338,63.599998,28278,36.400002,46358,33039,12895,3976,1103,4070,590,71.480003,340,2710,150,85.400002,477,308,786,86.230003,4025,0.30000001,1.7,8.3999996,7.5,1.5,4.1999998,10,5.9000001,6.6999998,4.1999998,0.69999999,1.5,5,10,5,11.7,10,4.1999998,29901,5248,24653,39000,22037,3.2,30823,8.1999998,21795.445,7.1878519
E14000944,South Shields,North East,82294,39906,48.5,42388,51.5,81391,98.900002,903,1.1,33.400002,4528,5.5,2555,3.0999999,1621,2,4470,5.4000001,1088,1.3,2090,2.5,2170,2.5999999,5482,6.6999998,5043,6.0999999,15171,18.4,17760,21.6,5236,6.4000001,7584,9.1999998,5445,6.5999999,1389,1.7,662,0.80000001,41.099998,42,19808,9913,10945,3931,7991,12647,2797,3432,7697,6260,9861,78838,95.800003,109,0.1,695,0.80000001,2652,3.2,77821,94.599998,901,1.1,2503,3,320,0.40000001,749,0.89999998,58791,71.400002,55632,67.599998,137,0.2,163,0.2,35,0,2380,2.9000001,241,0.30000001,203,0.2,18545,22.5,4958,6,77477,869,751,,387,59,23878,35.099998,28820,42.400002,100,0.1,1993,2.9000001,7271,10.7,5970,8.8000002,34963,52.099998,32168,47.900002,35065,26839,13361,5339,1690,5440,1600,70.730003,2000,4940,180,84.93,660,386,1047,74.910004,10973,0.1,0.30000001,6.5,2.5999999,1.1,1.7,9.8000002,5.4000001,8.6999998,2,0.80000001,2.5999999,4.3000002,9.8000002,7.5999999,10.8,19.5,5.4000001,23072,8047,15025,25000,20692,2.2,22482,4.4000001,9529.2227,3.3744159
E14000955,Southampton Itchen,South East,102731,51323,50,51408,50,99624,97,3107,3,50.5,6869,6.6999998,3278,3.2,1945,1.9,5141,5,1158,1.1,2172,2.0999999,4005,3.9000001,10897,10.6,8816,8.6000004,21002,20.4,17914,17.4,4923,4.8000002,7477,7.3000002,5040,4.9000001,1423,1.4,671,0.69999999,37.099998,34,18779,12410,13398,4067,13638,17466,4582,5710,10689,7952,9780,90296,87.900002,562,0.5,4921,4.8000002,6952,6.8000002,93282,90.800003,2403,2.3,4331,4.1999998,1775,1.7,940,0.89999998,60346,58.700001,55222,53.799999,419,0.40000001,606,0.60000002,91,0.1,2777,2.7,653,0.60000002,578,0.60000002,35150,34.200001,7235,7,91082,3020,2977,,1168,178,35535,42.099998,32605,38.700001,183,0.2,2443,2.9000001,8315,9.8999996,5259,6.1999998,43150,53.099998,38093,46.900002,47163,36616,13418,4215,1319,4620,1400,71.410004,700,4500,170,84.589996,428,312,741,93.75,9486,0.1,0.30000001,3,2.5,1.2,1.8,16.1,10.1,9.1000004,3,5,1.4,5,18.1,4,8.1000004,7.0999999,4,49590,6548,43042,39000,21195,0.40000001,23521,4,11448.441,4.0421686
E14000956,Southampton Test,South East,105955,53694,50.700001,52261,49.299999,104401,98.5,1554,1.5,48.099998,7203,6.8000002,3440,3.2,2050,1.9,5225,4.9000001,1134,1.1,2126,2,3541,3.3,13814,13,10657,10.1,23161,21.9,16488,15.6,4733,4.5,6197,5.8000002,4238,4,1266,1.2,682,0.60000002,35.299999,31,18234,10686,11202,2484,14338,23398,6561,6955,11406,6592,10387,83705,79,662,0.60000002,9083,8.6000004,12505,11.8,88002,83.099998,2649,2.5,11385,10.7,2694,2.5,1225,1.2,63477,59.900002,53095,50.099998,572,0.5,1280,1.2,127,0.1,5475,5.1999998,2332,2.2,596,0.60000002,35033,33.099998,7445,7,86533,5529,6140,,2874,448,40444,46.5,31491,36.200001,182,0.2,2241,2.5999999,7754,8.8999996,4791,5.5,41345,48.400002,44023,51.599998,51131,36705,12768,4100,1251,4400,1310,73.239998,760,4750,190,84.699997,401,313,717,97.480003,10152,0,0.80000001,3.3,2,2,2.4000001,5.6999998,6.5,4.9000001,6.5,2,1.3,5.6999998,6.5,3.7,14.7,27.700001,2.9000001,61371,17525,43846,36000,20825,1.1,23532,0.30000001,11801.722,4.0974846
E14000957,Southend West,East,88884,43457,48.900002,45427,51.099998,87769,98.699997,1115,1.3,45.200001,5429,6.0999999,2944,3.3,1857,2.0999999,5122,5.8000002,1112,1.3,2088,2.3,1673,1.9,4399,4.9000001,5284,5.9000001,18876,21.200001,17487,19.700001,5649,6.4000001,8356,9.3999996,5771,6.5,1727,1.9,1110,1.2,41.299999,41,16816,11434,12641,2350,8501,17196,3482,6139,9929,5685,5241,81639,91.800003,680,0.80000001,1995,2.2,4570,5.0999999,82442,92.800003,1642,1.8,2977,3.3,1411,1.6,412,0.5,54738,61.599998,50824,57.200001,335,0.40000001,511,0.60000002,1093,1.2,1522,1.7,63,0.1,390,0.40000001,27209,30.6,6937,7.8000002,82594,1551,1032,,471,56,23296,32.200001,33757,46.599998,133,0.2,1973,2.7,7415,10.2,5846,8.1000004,42303,59.299999,29002,40.700001,41291,30993,11955,3631,1014,3020,680,67.519997,450,2720,180,85.830002,295,183,480,110.48,5367,0.30000001,0.2,3.2,7.0999999,2.5,2.9000001,8.8999996,1.1,6.1999998,2.0999999,1.6,1.2,12.5,7.0999999,0.2,10.7,28.6,4.5,28003,10093,17910,30000,25209,11,32158,9.8999996,18127.434,6.0468926
E14000958,Southport,North West,90381,43157,47.799999,47224,52.200001,88389,97.800003,1992,2.2,20.4,4719,5.1999998,2705,3,1793,2,4950,5.5,1034,1.1,2118,2.3,1802,2,4790,5.3000002,4780,5.3000002,15417,17.1,18993,21,6339,7,10044,11.1,7595,8.3999996,2088,2.3,1214,1.3,43.900002,45,16960,9656,12194,2897,9528,20289,3656,5514,8494,5431,6901,84266,93.199997,683,0.80000001,2869,3.2,2563,2.8,87282,96.599998,1137,1.3,1275,1.4,344,0.40000001,343,0.40000001,65958,73,64273,71.099998,240,0.30000001,198,0.2,345,0.40000001,600,0.69999999,43,0,259,0.30000001,18395,20.4,6028,6.6999998,84259,1085,1291,,754,115,22494,29.9,35250,46.900002,188,0.30000001,1621,2.2,8246,11,7381,9.8000002,42154,57.599998,31074,42.400002,39473,30797,13967,4781,1363,4930,720,70.879997,480,4000,190,85.129997,558,335,891,91.089996,6223,0,0.30000001,3.9000001,3.9000001,1.3,2.2,15.7,1.9,9.3999996,2.8,2.2,0.80000001,5.5,6.3000002,3.0999999,9.3999996,25.200001,4.6999998,31774,6053,25721,30000,19517,0.69999999,22187,-3.5,15742.634,5.3326364
E14000959,Spelthorne,South East,95598,47053,49.200001,48545,50.799999,94837,99.199997,761,0.80000001,21.299999,6017,6.3000002,3200,3.3,1965,2.0999999,5175,5.4000001,1152,1.2,2260,2.4000001,1984,2.0999999,5179,5.4000001,5940,6.1999998,20700,21.700001,19735,20.6,5611,5.9000001,8507,8.8999996,5841,6.0999999,1547,1.6,785,0.80000001,40.400002,41,15947,12546,12564,3056,8882,20262,4832,6974,10851,6116,4684,82129,85.900002,1087,1.1,3439,3.5999999,8943,9.3999996,83455,87.300003,2382,2.5,7295,7.5999999,1545,1.6,921,1,67392,70.5,60954,63.799999,420,0.40000001,2332,2.4000001,206,0.2,1808,1.9,1325,1.4,347,0.40000001,21511,22.5,6695,7,86121,3020,2119,,617,93,24562,31.5,38984,49.900002,153,0.2,2042,2.5999999,6870,8.8000002,5478,7,46723,60.400002,30619,39.599998,45929,34239,11509,3085,836,2840,780,71.169998,400,2230,120,86.839996,185,127,311,129.55,4666,0.1,1.3,4.5999999,6.5999999,1.6,5.3000002,10.5,10.5,7.9000001,9.1999998,1.1,1.8,6.5999999,9.1999998,3.3,7.9000001,7.9000001,5.3000002,37920,4493,33426,38000,30732,3.0999999,33886,4.1999998,21468.412,7.0027409
E14000960,St Albans,East,97663,48237,49.400002,49426,50.599998,96728,99,935,1,14.5,7091,7.3000002,3801,3.9000001,2267,2.3,5970,6.0999999,1161,1.2,2411,2.5,1805,1.8,4809,4.9000001,6338,6.5,23412,24,19006,19.5,5292,5.4000001,7355,7.5,4928,5,1315,1.3,702,0.69999999,38.400002,38,10678,8087,10315,2203,8100,34415,3575,12974,9024,3986,4183,82989,85,1304,1.3,3884,4,9486,9.6999998,83971,86,3073,3.0999999,7803,8,1994,2,822,0.80000001,64602,66.099998,55951,57.299999,492,0.5,1516,1.6,1433,1.5,4653,4.8000002,237,0.2,320,0.30000001,25744,26.4,7317,7.5,87062,3216,2048,,904,137,25398,32.799999,39860,51.5,130,0.2,1655,2.0999999,5887,7.5999999,4443,5.6999998,47997,62.799999,28454,37.200001,52661,31608,10017,2646,731,2740,550,68.809998,400,2140,150,85.330002,210,134,338,113.08,4554,0.1,0.60000002,2.7,6.3000002,1.8,5.4000001,10.8,4.5,6.3000002,4.5,2.7,1.1,18,7.1999998,1.3,9,12.6,5.4000001,55667,7833,47835,37000,31949,6.0999999,45615,10.2,26234.334,8.4078617
